Frame;Time(s);FPS;FrameTimeMs
1029;17,96;51,87;19,28
1030;17,98;51,87;19,28
1031;18,00;51,87;19,28
1032;18,01;51,87;19,28
1033;18,03;51,87;19,28
1034;18,05;51,87;19,28
1035;18,07;51,87;19,28
1036;18,09;51,87;19,28
1037;18,11;51,87;19,28
1038;18,14;51,87;19,28
1039;18,15;51,87;19,28
1040;18,18;51,87;19,28
1041;18,20;52,73;18,97
1042;18,22;52,73;18,97
1043;18,24;52,73;18,97
1044;18,26;52,73;18,97
1045;18,27;52,73;18,97
1046;18,30;52,73;18,97
1047;18,32;52,73;18,97
1048;18,34;52,73;18,97
1049;18,36;52,73;18,97
1050;18,38;52,73;18,97
1051;18,40;52,73;18,97
1052;18,42;52,73;18,97
1053;18,44;52,73;18,97
1054;18,46;52,73;18,97
1055;18,48;52,73;18,97
1056;18,50;52,73;18,97
1057;18,52;52,73;18,97
1058;18,54;49,30;20,28
1059;18,56;49,30;20,28
1060;18,58;49,30;20,28
1061;18,60;49,30;20,28
1062;18,62;49,30;20,28
1063;18,64;49,30;20,28
1064;18,66;49,30;20,28
1065;18,68;49,30;20,28
1066;18,70;49,30;20,28
1067;18,72;49,30;20,28
1068;18,74;49,30;20,28
1069;18,76;49,30;20,28
1070;18,79;49,30;20,28
1071;18,81;49,30;20,28
1072;18,83;49,30;20,28
1073;18,85;49,30;20,28
1074;18,88;47,80;20,92
1075;18,89;47,80;20,92
1076;18,91;47,80;20,92
1077;18,93;47,80;20,92
1078;18,96;47,80;20,92
1079;18,98;47,80;20,92
1080;19,00;47,80;20,92
1081;19,02;47,80;20,92
1082;19,04;47,80;20,92
1083;19,06;47,80;20,92
1084;19,08;47,80;20,92
1085;19,10;47,80;20,92
1086;19,12;47,80;20,92
1087;19,14;47,80;20,92
1088;19,16;47,80;20,92
1089;19,18;47,80;20,92
1090;19,20;47,80;20,92
1091;19,22;49,49;20,21
1092;19,24;49,49;20,21
1093;19,26;49,49;20,21
1094;19,28;49,49;20,21
1095;19,30;49,49;20,21
1096;19,32;49,49;20,21
1097;19,34;49,49;20,21
1098;19,36;49,49;20,21
1099;19,38;49,49;20,21
1100;19,39;49,49;20,21
1101;19,41;49,49;20,21
1102;19,43;49,49;20,21
1103;19,45;49,49;20,21
1104;19,47;49,49;20,21
1105;19,48;49,49;20,21
1106;19,50;49,49;20,21
1107;19,52;49,49;20,21
1108;19,54;49,49;20,21
1109;19,56;52,65;18,99
1110;19,58;52,65;18,99
1111;19,59;52,65;18,99
1112;19,61;52,65;18,99
1113;19,63;52,65;18,99
1114;19,65;52,65;18,99
1115;19,66;52,65;18,99
1116;19,69;52,65;18,99
1117;19,70;52,65;18,99
1118;19,73;52,65;18,99
1119;19,74;52,65;18,99
1120;19,77;52,65;18,99
1121;19,79;52,65;18,99
1122;19,81;52,65;18,99
1123;19,83;52,65;18,99
1124;19,85;52,65;18,99
1125;19,87;52,65;18,99
1126;19,89;52,65;18,99
1127;19,90;52,44;19,07
1128;19,93;52,44;19,07
1129;19,95;52,44;19,07
1130;19,97;52,44;19,07
1131;19,99;52,44;19,07
1132;20,01;52,44;19,07
1133;20,03;52,44;19,07
1134;20,05;52,44;19,07
1135;20,07;52,44;19,07
1136;20,09;52,44;19,07
1137;20,11;52,44;19,07
1138;20,13;52,44;19,07
1139;20,15;52,44;19,07
1140;20,17;52,44;19,07
1141;20,19;52,44;19,07
1142;20,21;52,44;19,07
1143;20,23;52,44;19,07
1144;20,25;48,59;20,58
1145;20,28;48,59;20,58
1146;20,30;48,59;20,58
1147;20,32;48,59;20,58
1148;20,34;48,59;20,58
1149;20,36;48,59;20,58
1150;20,38;48,59;20,58
1151;20,40;48,59;20,58
1152;20,43;48,59;20,58
1153;20,45;48,59;20,58
1154;20,47;48,59;20,58
1155;20,49;48,59;20,58
1156;20,52;48,59;20,58
1157;20,54;48,59;20,58
1158;20,57;48,59;20,58
1159;20,59;44,81;22,32
1160;20,63;44,81;22,32
1161;20,64;44,81;22,32
1162;20,67;44,81;22,32
1163;20,69;44,81;22,32
1164;20,71;44,81;22,32
1165;20,73;44,81;22,32
1166;20,75;44,81;22,32
1167;20,77;44,81;22,32
1168;20,80;44,81;22,32
1169;20,82;44,81;22,32
1170;20,84;44,81;22,32
1171;20,86;44,81;22,32
1172;20,88;44,81;22,32
1173;20,90;44,81;22,32
1174;20,92;44,81;22,32
1175;20,94;45,67;21,89
1176;20,96;45,67;21,89
1177;20,98;45,67;21,89
1178;21,00;45,67;21,89
1179;21,02;45,67;21,89
1180;21,04;45,67;21,89
1181;21,05;45,67;21,89
1182;21,07;45,67;21,89
1183;21,09;45,67;21,89
1184;21,11;45,67;21,89
1185;21,13;45,67;21,89
1186;21,15;45,67;21,89
1187;21,16;45,67;21,89
1188;21,18;45,67;21,89
1189;21,20;45,67;21,89
1190;21,21;45,67;21,89
1191;21,23;45,67;21,89
1192;21,25;45,67;21,89
1193;21,27;45,67;21,89
1194;21,29;54,61;18,31
1195;21,30;54,61;18,31
1196;21,32;54,61;18,31
1197;21,34;54,61;18,31
1198;21,37;54,61;18,31
1199;21,38;54,61;18,31
1200;21,40;54,61;18,31
1201;21,42;54,61;18,31
1202;21,45;54,61;18,31
1203;21,47;54,61;18,31
1204;21,49;54,61;18,31
1205;21,51;54,61;18,31
1206;21,53;54,61;18,31
1207;21,55;54,61;18,31
1208;21,58;54,61;18,31
1209;21,60;54,61;18,31
1210;21,62;47,87;20,89
1211;21,64;47,87;20,89
1212;21,66;47,87;20,89
1213;21,68;47,87;20,89
1214;21,70;47,87;20,89
1215;21,72;47,87;20,89
1216;21,74;47,87;20,89
1217;21,76;47,87;20,89
1218;21,78;47,87;20,89
1219;21,80;47,87;20,89
1220;21,82;47,87;20,89
1221;21,84;47,87;20,89
1222;21,86;47,87;20,89
1223;21,88;47,87;20,89
1224;21,91;47,87;20,89
1225;21,92;47,87;20,89
1226;21,95;47,87;20,89
1227;21,97;49,21;20,32
1228;21,99;49,21;20,32
1229;22,01;49,21;20,32
1230;22,03;49,21;20,32
1231;22,05;49,21;20,32
1232;22,07;49,21;20,32
1233;22,09;49,21;20,32
1234;22,11;49,21;20,32
1235;22,13;49,21;20,32
1236;22,14;49,21;20,32
1237;22,16;49,21;20,32
1238;22,19;49,21;20,32
1239;22,20;49,21;20,32
1240;22,22;49,21;20,32
1241;22,24;49,21;20,32
1242;22,26;49,21;20,32
1243;22,28;49,21;20,32
1244;22,30;50,56;19,78
1245;22,32;50,56;19,78
1246;22,35;50,56;19,78
1247;22,37;50,56;19,78
1248;22,39;50,56;19,78
1249;22,41;50,56;19,78
1250;22,43;50,56;19,78
1251;22,45;50,56;19,78
1252;22,47;50,56;19,78
1253;22,49;50,56;19,78
1254;22,52;50,56;19,78
1255;22,54;50,56;19,78
1256;22,56;50,56;19,78
1257;22,58;50,56;19,78
1258;22,61;50,56;19,78
1259;22,63;50,56;19,78
1260;22,66;45,37;22,04
1261;22,67;45,37;22,04
1262;22,70;45,37;22,04
1263;22,71;45,37;22,04
1264;22,74;45,37;22,04
1265;22,75;45,37;22,04
1266;22,77;45,37;22,04
1267;22,79;45,37;22,04
1268;22,81;45,37;22,04
1269;22,84;45,37;22,04
1270;22,86;45,37;22,04
1271;22,88;45,37;22,04
1272;22,90;45,37;22,04
1273;22,92;45,37;22,04
1274;22,94;45,37;22,04
1275;22,96;45,37;22,04
1276;22,98;45,37;22,04
1277;23,00;49,65;20,14
1278;23,02;49,65;20,14
1279;23,04;49,65;20,14
1280;23,06;49,65;20,14
1281;23,07;49,65;20,14
1282;23,09;49,65;20,14
1283;23,11;49,65;20,14
1284;23,13;49,65;20,14
1285;23,15;49,65;20,14
1286;23,17;49,65;20,14
1287;23,19;49,65;20,14
1288;23,21;49,65;20,14
1289;23,22;49,65;20,14
1290;23,24;49,65;20,14
1291;23,26;49,65;20,14
1292;23,27;49,65;20,14
1293;23,29;49,65;20,14
1294;23,31;49,65;20,14
1295;23,33;49,65;20,14
1296;23,35;54,48;18,35
1297;23,37;54,48;18,35
1298;23,39;54,48;18,35
1299;23,41;54,48;18,35
1300;23,43;54,48;18,35
1301;23,45;54,48;18,35
1302;23,47;54,48;18,35
1303;23,49;54,48;18,35
1304;23,51;54,48;18,35
1305;23,53;54,48;18,35
1306;23,55;54,48;18,35
1307;23,57;54,48;18,35
1308;23,60;54,48;18,35
1309;23,62;54,48;18,35
1310;23,64;54,48;18,35
1311;23,66;54,48;18,35
1312;23,68;54,48;18,35
1313;23,70;48,15;20,77
1314;23,72;48,15;20,77
1315;23,74;48,15;20,77
1316;23,76;48,15;20,77
1317;23,78;48,15;20,77
1318;23,81;48,15;20,77
1319;23,83;48,15;20,77
1320;23,86;48,15;20,77
1321;23,89;48,15;20,77
1322;23,91;48,15;20,77
1323;23,93;48,15;20,77
1324;23,95;48,15;20,77
1325;23,97;48,15;20,77
1326;24,00;48,15;20,77
1327;24,02;48,15;20,77
1328;24,04;44,40;22,52
1329;24,06;44,40;22,52
1330;24,08;44,40;22,52
1331;24,10;44,40;22,52
1332;24,12;44,40;22,52
1333;24,14;44,40;22,52
1334;24,16;44,40;22,52
1335;24,18;44,40;22,52
1336;24,20;44,40;22,52
1337;24,22;44,40;22,52
1338;24,24;44,40;22,52
1339;24,25;44,40;22,52
1340;24,27;44,40;22,52
1341;24,29;44,40;22,52
1342;24,31;44,40;22,52
1343;24,32;44,40;22,52
1344;24,34;44,40;22,52
1345;24,36;44,40;22,52
1346;24,37;53,40;18,72
1347;24,39;53,40;18,72
1348;24,41;53,40;18,72
1349;24,43;53,40;18,72
1350;24,45;53,40;18,72
1351;24,46;53,40;18,72
1352;24,49;53,40;18,72
1353;24,51;53,40;18,72
1354;24,53;53,40;18,72
1355;24,55;53,40;18,72
1356;24,57;53,40;18,72
1357;24,59;53,40;18,72
1358;24,61;53,40;18,72
1359;24,63;53,40;18,72
1360;24,65;53,40;18,72
1361;24,67;53,40;18,72
1362;24,69;53,40;18,72
1363;24,71;50,16;19,94
1364;24,73;50,16;19,94
1365;24,75;50,16;19,94
1366;24,78;50,16;19,94
1367;24,80;50,16;19,94
1368;24,82;50,16;19,94
